City,State,Population,Gender_Ratio,Tier,Literacy_Rate,Category,Total_Sales,Discount,Assurance_Sales,Holiday_Sales,Summer_Sales,Winter_Sales,Rain_Sales,01-01-2023,01-02-2023,01-03-2023,01-04-2023,01-05-2023,01-06-2023,01-07-2023,01-08-2023,01-09-2023,01-10-2023,01-11-2023,01-12-2023
Katihar,Bihar,2822780,897,3,5,Toys and Games,2617.94,63.59,1405,651.06,1051.958792,1131.794504,434.183192,251.44,421.55,385.4,522.31,56.32,87.92,31.94,47.61,127.3,227.32,87.57,371.23
Katihar,Bihar,2822780,897,3,5,Sports,1386.48,60.23,872,868.73,557.1267792,599.4084861,229.9472995,179.64,50.58,47.88,45.75,76.14,387.37,70.46,40.01,15.13,104.35,217.27,151.92
Katihar,Bihar,2822780,897,3,5,Wearable Smart Devices,76.05,20.26,44,35.1,30.55969675,32.8789465,12.61314301,19.21,11.74,5.14,11.26,3.01,11.15,1.71,0.56,2.49,7.85,0.16,1.77
Katihar,Bihar,2822780,897,3,5,"Kitchen, Cookware & Serveware",108.23,26.51,64,9.33,43.48879922,46.78927001,17.94947274,15.73,9.47,1.12,4.78,26.95,10.64,7.29,5.54,4.31,0.81,21.47,0.12
Katihar,Bihar,2822780,897,3,5,Mobiles & Accessories,3875.72,65.98,2451,139.77,1557.369161,1675.561696,642.7851726,154.42,1080.06,35.39,95.08,267.11,1159.79,194.29,332.6,100.4,15.49,247.32,193.76
Katihar,Bihar,2822780,897,3,5,Computers,2120.67,67.2,1218,998.46,852.1453901,916.8167773,351.7126416,465,295.94,357.63,223.2,197.72,73.6,128.94,129.5,27.6,65.68,11.21,144.66
Katihar,Bihar,2822780,897,3,5,Baby Care,11.7,2.11,7,4.01,4.701491808,5.058299461,1.94048354,0.84,1.29,0.48,2.35,1.27,0.61,0.26,0.09,0.69,0.91,1.65,1.28
Katihar,Bihar,2822780,897,3,5,Health Care,699.09,52.84,387,94.69,280.9141355,302.2333928,115.9438915,64.69,64.7,19.57,91.32,168.68,1.34,7.14,16.99,69.99,21.83,17.17,155.67
Katihar,Bihar,2822780,897,3,5,Beauty and Grooming,1120.3,59.05,631,354.54,450.1678406,484.3321734,185.8012989,48.75,299.81,338.61,49.85,2.86,58.85,3.94,40.46,92.93,48.47,95.1,40.67
Katihar,Bihar,2822780,897,3,5,Building Materials and Supplies,1281.18,61.16,792,354.84,514.8133529,553.883791,212.4829476,8.04,440.77,95.33,237.93,137.23,44.32,87.59,82.42,1.97,40.5,36.28,68.8
Katihar,Bihar,2822780,897,3,5,Footwear,602.56,50.93,286,363.87,242.1268281,260.5024222,99.9349023,22.18,158.81,89.35,42.92,50.64,59.21,51.5,32,9.72,6.71,32.58,46.93
Katihar,Bihar,2822780,897,3,5,Automotive Accessories,5.85,0.71,2,1.87,2.350745904,2.52914973,0.97024177,0.1,0.6,0.4,1.14,0.36,0.45,0.34,0.07,0.56,0.01,0.18,1.65
Katihar,Bihar,2822780,897,3,5,Kids Accessories,17.55,2.99,11,6.78,7.052237711,7.587449191,2.91072531,2.97,2.96,3.41,2.75,0.06,0.83,0.81,0.27,0.38,1.45,0.7,0.96
Katihar,Bihar,2822780,897,3,5,Health & Personal Care Appliances,90.68,25.88,52,14.7,36.43656151,39.20182082,15.03874743,3.7,11.43,5.97,10.09,8.25,12.12,2.94,2.75,5.82,3.53,1.45,22.62
Katihar,Bihar,2822780,897,3,5,Pens & Stationery,383.18,50.79,212,51.57,153.9738567,165.6593073,63.55083593,58.95,76.15,64.15,31.5,4.01,54.32,8.69,6,48.17,0.68,29.25,1.31
Katihar,Bihar,2822780,897,3,5,Festive Decor & Gifting,2521.41,61.09,1551,876.51,1013.171485,1090.063534,418.1742028,434.17,297.61,43.49,314.87,137.42,517.39,205.78,70.65,1.11,140.64,106.2,252.09
Katihar,Bihar,2822780,897,3,5,Audio & Video,32.18,9.4,13,5.72,12.92910247,13.91032352,5.336329735,0.3,1.35,0.1,4.31,4.73,3.79,0.4,0.47,0.77,3.7,1.42,10.85
Kathua,Jammu&Kashmir,3997970,954,3,7,Baby Care,3.23,0.26,1,0.19,1.595910972,0.982874239,0.647976573,0.17,0.34,0.62,0.12,0.53,0.33,0.28,0.27,0.01,0.09,0.31,0.16
Kathua,Jammu&Kashmir,3997970,954,3,7,Health Care,158.11,32.73,79,24.59,78.19963762,48.1608377,31.75085206,4.95,10.12,1.66,15.95,25.97,34.61,6.74,0.12,14.25,10.64,26.59,6.5
Kathua,Jammu&Kashmir,3997970,954,3,7,Kids Accessories,29.04,10.4,17,0.2,14.36319875,8.845868149,5.831789154,1.5,6.36,5,5.44,3.91,0.02,0.75,0.57,2,2.51,0.57,0.41
Kathua,Jammu&Kashmir,3997970,954,3,7,Pet Supplies,200.06,41.35,121,59.55,98.94648025,60.9382028,40.1745475,29.67,2.15,43.42,8.9,37.07,9.55,12.16,1.35,16.28,10.39,12.08,17.03
Kathua,Jammu&Kashmir,3997970,954,3,7,Furniture,54.85,20.53,24,20.37,27.13048652,16.70886206,11.01560173,4.23,7.45,9.84,4.25,5.43,7.6,0.23,6.32,0.46,4.01,4.81,0.23
Kathua,Jammu&Kashmir,3997970,954,3,7,Beauty and Grooming,409.8,44.22,209,158.83,202.6806934,124.8250283,82.29302472,79.26,36.08,5.32,133.11,11.22,53.03,25.43,4.2,42.15,10.52,0.13,9.36
Kathua,Jammu&Kashmir,3997970,954,3,7,Home Furnishing,1216.49,57.57,663,173.37,601.6584364,370.543588,244.2871679,98.93,227.1,90.59,149.88,24.45,336.74,82.47,31.03,36.07,94.72,25.59,18.93
Kathua,Jammu&Kashmir,3997970,954,3,7,Home Cleaning & Bathroom Accessories,200.06,33.61,81,2.96,98.94648025,60.9382028,40.1745475,9.29,12.42,24.48,0.29,1.21,72.97,7.25,0.89,12.95,19.09,38.23,1.01
Kathua,Jammu&Kashmir,3997970,954,3,7,Exercise & Fitness,161.34,31.74,66,32.01,79.79554859,49.14371194,32.39882863,2.27,27.69,39.52,0.16,31.8,8.32,1.17,5.47,1.24,24.53,12.29,6.89
Kathua,Jammu&Kashmir,3997970,954,3,7,Home & Kitchen,1742.45,65.69,793,59.91,861.7919248,530.7520889,349.9073492,182.44,6.94,175.02,130.53,66.06,490.18,44.8,156.44,40.74,107.93,69.66,271.71
Kathua,Jammu&Kashmir,3997970,954,3,7,"Kitchen, Cookware & Serveware",87.12,28.32,46,25.19,43.08959624,26.53760445,17.49536746,1.78,12.07,4.52,14.58,5.29,18.7,3.03,4.37,7.84,2.26,1.63,11.06
Kathua,Jammu&Kashmir,3997970,954,3,7,Home Improvement,271.05,45.5,95,7.6,134.0565216,82.56143605,54.4300321,9.55,2.06,34.3,43.21,55.44,1.11,24.51,1.53,3.45,24.93,9.5,61.45
Kathua,Jammu&Kashmir,3997970,954,3,7,Sports,25.81,6.52,14,2.41,12.76728777,7.86299391,5.183812581,2.25,3.91,5,1.2,5.06,1.51,0.97,3.17,0.06,0.98,0.68,1.02
Kathua,Jammu&Kashmir,3997970,954,3,7,Food Products,1348.79,64.26,443,117.24,667.0907862,410.8414318,270.8542074,125.99,159,7.4,154.39,415.69,89.61,23.4,7.25,64.39,175.8,115.3,10.56
Kathua,Jammu&Kashmir,3997970,954,3,7,Festive Decor & Gifting,90.35,28.99,50,3.33,44.68550721,27.52047868,18.14334403,4.87,3.96,3.7,8.27,24.97,7.75,1.64,0.17,8.08,8.25,6.47,12.22
Kathua,Jammu&Kashmir,3997970,954,3,7,Audio & Video,248.46,41.49,94,38.61,122.8851448,75.68131638,49.89419609,24.61,32.09,0.58,23.06,37.31,61.94,16.75,1.75,7.24,24.15,13.45,5.54
Kathua,Jammu&Kashmir,3997970,954,3,7,Mobiles & Accessories,145.2,37.77,83,8.49,71.81599373,44.22934074,29.15894577,0.05,22.49,35.27,0.01,13.65,22.89,13.47,3.75,10.41,1.53,13.73,7.96
Kathua,Jammu&Kashmir,3997970,954,3,7,Automotive Accessories,713.11,50.39,302,44.7,352.6963248,217.2152068,143.2028225,18.27,177.22,12.05,159.19,43.91,137.55,10.82,6.36,22.9,103.12,0.25,21.48
Kathua,Jammu&Kashmir,3997970,954,3,7,Footwear,4669.12,63.85,2011,306.75,2309.283176,1422.219023,937.6221006,686.74,73.76,272.28,421.42,178.61,1436.97,124.79,229.88,291.61,291.34,7.77,653.95
Kathua,Jammu&Kashmir,3997970,954,3,7,Jewellery,119.39,34.91,48,21.67,59.04870596,36.36634683,23.97513319,12.44,10.7,17.77,6.73,6.23,28.32,21.26,0.11,0.94,1.67,8.89,4.34
Kathua,Jammu&Kashmir,3997970,954,3,7,Home Lighting,9.68,0,5,0.64,4.787732915,2.948622716,1.943929718,1.58,0.17,0.16,4.32,0.01,0.29,0.26,0.75,0.15,0.78,0.93,0.26
Kathua,Jammu&Kashmir,3997970,954,3,7,Pens & Stationery,461.43,48.97,231,97.16,228.215269,140.5510161,92.66064988,77.99,23.62,33.43,84.26,103.94,6.59,2.12,2.05,21.41,67.08,30.41,8.53
Kathua,Jammu&Kashmir,3997970,954,3,7,Cameras & Accessories,1174.54,62.11,400,31.48,580.9115937,357.7662229,235.8634724,112.84,57.8,47.12,125.83,362.36,45.6,32.93,14.76,161.3,26.86,57.32,129.8
Kathua,Jammu&Kashmir,3997970,954,3,7,Musical Instruments,83.9,25.57,47,7.24,41.49368527,25.55473021,16.84739089,0.32,17.2,24.29,5.16,6.42,5.63,9.16,2.28,3.29,2.11,5.41,2.62
Kathua,Jammu&Kashmir,3997970,954,3,7,Computers,296.86,43.94,154,33.16,146.8238094,90.42442996,59.61384468,50.27,2.27,19.17,14.83,52.82,60,15.19,17.22,23.48,3.72,32.59,5.29
Kathua,Jammu&Kashmir,3997970,954,3,7,Building Materials and Supplies,70.99,23.69,39,7.09,35.11004138,21.62323325,14.2554846,7.28,1.84,19.9,6.65,0.71,7.85,7.22,5.11,0.64,1.28,4.51,7.99
Kathua,Jammu&Kashmir,3997970,954,3,7,Books,90.35,25.26,31,21.8,44.68550721,27.52047868,18.14334403,1.08,6.92,2.12,10.06,17.79,14.72,0.73,4.92,6.46,6.03,2.93,16.59
Kathua,Jammu&Kashmir,3997970,954,3,7,Wearable Smart Devices,22.59,4.41,11,6.93,11.1713768,6.880119671,4.535836008,0.67,2.43,2.3,0.14,0.61,8.12,0.13,1.84,1.91,0.65,2.61,1.17
Kathua,Jammu&Kashmir,3997970,954,3,7,"Bags, Wallets & Belts",54.85,15.61,26,8.14,27.13048652,16.70886206,11.01560173,5.41,0.99,0.88,16.76,1.63,7.86,0.13,4.83,2.29,3.77,0.95,9.35
Kathua,Jammu&Kashmir,3997970,954,3,7,Home Decor,141.98,34.87,65,51.62,70.22008276,43.2464665,28.5109692,16.34,6.35,3.57,24.72,25.69,16.24,14.52,3.76,2.97,7.26,9.18,11.37
Kathua,Jammu&Kashmir,3997970,954,3,7,Watches,516.28,52.02,294,56.61,255.3457555,157.2598782,103.6762516,54.76,5.68,28.29,94.69,28.31,104.05,6.18,32.97,55.46,9.07,55.17,41.65
Kathua,Jammu&Kashmir,3997970,954,3,7,Clothing and Accessories,771.2,58.65,389,196.08,381.4227223,234.9069431,154.8664009,0.75,8.44,70.32,47.14,122.2,141.77,10.92,25.93,78.48,39.53,4.19,221.53
Kathua,Jammu&Kashmir,3997970,954,3,7,Health & Personal Care Appliances,1903.79,63.76,997,461.71,941.5874733,579.8958009,382.3061778,115.51,77.08,134.47,322.6,392.75,91.77,250.95,27.14,60.26,43.96,276.49,110.81
Kathua,Jammu&Kashmir,3997970,954,3,7,Toys and Games,438.84,48.64,213,48.55,217.0438922,133.6708965,88.12481388,32.3,24.64,4.97,182.39,21.43,8.25,37.46,17.13,9.62,23.92,29.51,47.22
Jind,Haryana,439917,877,3,7,Building Materials and Supplies,125.76,34.93,68,5.43,14.53930031,51.60165599,59.61978563,12.51,31.04,0.14,2.99,1.2,10.22,0.08,34.43,21.8,3.31,6.01,2.04
Jind,Haryana,439917,877,3,7,Exercise & Fitness,628.8,53.15,252,335.77,72.69650155,258.00828,298.0989281,12.46,107.16,7.53,14.99,1.55,48.63,50.23,167.97,44.77,35.14,123.88,14.51
Jind,Haryana,439917,877,3,7,Toys and Games,6.62,0,3,0.14,0.765226332,2.715876631,3.137883454,0.77,0.8,0.45,0.04,0.2,0.09,0.01,0.89,1.71,0.53,1.11,0.04
Jind,Haryana,439917,877,3,7,Clothing and Accessories,5973.64,70,2942,1206.68,690.6167647,2451.07866,2831.939817,669.82,1576.43,59.76,75.93,449.55,105.38,1660.63,432.76,69.86,668.69,7.13,197.69
Jind,Haryana,439917,877,3,7,Kids Accessories,893.56,53.24,526,74.48,103.3055548,366.6433452,423.6142663,50.93,95.13,29.5,2.03,20.35,51.42,61.64,178.9,7.99,175.08,181.3,39.28
Jind,Haryana,439917,877,3,7,"Kitchen, Cookware & Serveware",1194.73,57.57,624,593.14,138.1233529,490.2157319,566.3879635,79.82,73.64,89.83,1.55,19.45,27.29,245.79,266.62,39,14.98,46.64,290.12
Jind,Haryana,439917,877,3,7,Audio & Video,36.4,14.94,13,4.01,4.208744826,14.93732147,17.258359,0.54,4.74,0.32,2.38,0.74,0.77,0.74,4.02,8.51,3.99,8.45,1.21
Jind,Haryana,439917,877,3,7,Home Improvement,129.07,35.14,44,24.92,14.92191348,52.95959431,61.18872735,9.17,11.16,2,6.76,5.93,0.23,10.99,26.19,11.7,12.31,27.34,5.29
Jind,Haryana,439917,877,3,7,Wearable Smart Devices,16.55,4.22,8,8.65,1.91306583,6.789691578,7.844708635,0.56,3.4,0.11,0.54,0.92,0.34,0.27,1.7,3.63,2.25,0.84,1.99
Jind,Haryana,439917,877,3,7,Home & Kitchen,95.98,30.45,42,48.69,11.09578182,39.38021115,45.49931008,2.07,14.15,3.84,0.29,3.49,3.47,2.02,28.59,3.95,10.94,5.37,17.79
Jind,Haryana,439917,877,3,7,Health & Personal Care Appliances,373.97,41.06,190,41.77,43.23528776,153.4470297,177.2904152,107.79,13.16,6.35,20.01,2.52,14.35,32.73,138.14,4.08,2.34,22.86,9.65
Jind,Haryana,439917,877,3,7,"Bags, Wallets & Belts",16.55,0.85,7,1.88,1.91306583,6.789691578,7.844708635,4.12,1.59,0.1,1.39,0.2,0.22,1.44,3.35,0.99,2.07,0.71,0.38
Jind,Haryana,439917,877,3,7,Computers,52.95,14.33,26,1.45,6.121810657,21.72701305,25.10306763,9.34,6.24,0.14,2.08,3.02,0.88,5.38,7.43,1.9,10.4,3.05,3.1
Jind,Haryana,439917,877,3,7,Mobiles & Accessories,585.78,52.81,327,279.92,67.72253039,240.3550819,277.7026857,19.68,56.5,1.16,11.92,54.16,0.49,5.12,43.55,103.66,125.37,101.46,62.72
Jind,Haryana,439917,877,3,7,Footwear,49.64,14.34,20,8.2,5.739197491,20.36907473,23.53412591,1.19,0.43,2.82,0.88,0.28,1.76,11.39,7.25,2.65,2.24,12.74,6.01
Jind,Haryana,439917,877,3,7,Home Furnishing,311.09,43.6,165,100.84,35.96563761,127.6462017,147.4805223,13.93,22.78,6.69,7.02,2.49,19.77,12.37,9.39,15.31,110.4,46.36,44.57
Jind,Haryana,439917,877,3,7,Pet Supplies,205.19,38.21,121,90.31,23.72201629,84.19217557,97.27438708,26.05,18.44,2.2,7.78,9.64,4.09,57.38,15.14,16.51,8.25,9.19,30.51
Jind,Haryana,439917,877,3,7,Health Care,1793.75,62.33,878,60.01,207.376336,736.0025671,850.3664161,87.44,149.84,133.88,39.17,33.91,0.41,150.25,151.34,185.26,363.51,362.22,136.51
Jind,Haryana,439917,877,3,7,Beauty and Grooming,129.07,30.09,64,3.36,14.92191348,52.95959431,61.18872735,19.52,15.1,1.97,1.21,0.02,11.71,25.29,16.03,10.71,9.17,7.65,10.68
Jind,Haryana,439917,877,3,7,Festive Decor & Gifting,6.62,2.31,3,0.51,0.765226332,2.715876631,3.137883454,0.68,0.25,0.09,0.05,0.52,0.1,0.12,2.79,0.21,0.02,0.51,1.28
Jind,Haryana,439917,877,3,7,Automotive Accessories,175.4,35.73,72,11.71,20.2784978,71.97073073,83.15391153,13.46,15.73,3.13,0.3,14.54,2.31,50.86,0.47,15.75,16.07,24.34,18.44
Jind,Haryana,439917,877,3,7,Musical Instruments,903.49,59.65,494,170.84,104.4533943,370.7171602,428.3210915,25.52,58.53,18.5,1.75,75.11,9.1,6.68,25.82,208.84,186.98,100.83,185.84
Jind,Haryana,439917,877,3,7,Jewellery,1846.7,68.1,736,153.34,213.4981466,757.7295801,875.4694837,447.39,27.66,65.26,33.12,6.33,108.79,416.27,11.17,151.58,296.46,54.16,228.52
Jind,Haryana,439917,877,3,7,Home Cleaning & Bathroom Accessories,910.11,53.61,363,225.78,105.2186207,373.4330368,431.4589749,120.21,27.24,49.19,16.65,17.2,22.19,55.08,24.33,335.17,16.88,64.55,161.44
Jind,Haryana,439917,877,3,7,Books,1333.73,63.53,447,559.24,154.1931059,547.2491412,632.283516,203.27,259.79,17.84,14.18,66.84,55.34,172.42,103.52,174.8,181.55,16.56,67.62
Jind,Haryana,439917,877,3,7,Food Products,238.28,42.38,76,96.79,27.54814795,97.77155873,112.9638043,28.77,60.12,3.55,0.7,2.45,20.84,23.5,1.92,46.3,41.24,6.61,2.27
Jind,Haryana,439917,877,3,7,Home Decor,23.17,8.86,10,0.54,2.678292162,9.505568209,10.98259209,1.84,2.53,1.41,0.21,0.01,1.05,5.72,0.58,2.56,2.13,2.6,2.54
Jind,Haryana,439917,877,3,7,Baby Care,36.4,7.94,20,11.64,4.208744826,14.93732147,17.258359,0.36,3.39,1.38,0.53,2.2,0.09,1.96,0.9,13.78,0.62,9.61,1.57
Jind,Haryana,439917,877,3,7,Pens & Stationery,1128.54,59.28,552,180.03,130.4710896,463.0569656,535.0091289,61.98,26.62,59.85,25.1,35,10.52,35.04,57.04,63.89,379.04,329.2,45.25
Jind,Haryana,439917,877,3,7,Sports,4461.2,69.22,2480,382.47,515.7625478,1830.500849,2114.933448,11.87,419.66,27.1,106.07,154.44,228.15,809.79,1090.74,115.21,99.2,905.4,493.57
Jind,Haryana,439917,877,3,7,Watches,1221.2,63.64,678,248.84,141.1842583,501.0792385,578.9394973,147.38,64.61,11.06,60.56,20.66,48.9,9.24,363.11,183.27,23.33,134.41,154.68
Jind,Haryana,439917,877,3,7,Cameras & Accessories,13.24,1.1,4,3.92,1.530452664,5.431753263,6.275766908,0.15,3.13,0.33,0.13,0.57,0.5,0.79,2.29,2.45,0.75,0.19,1.97
Jind,Haryana,439917,877,3,7,Furniture,843.92,59.5,369,232.02,97.56635734,346.2742705,400.0801404,21.22,2.11,16.84,9.89,36.59,34.25,140.98,24.42,93.93,140.75,305.13,17.81
Jind,Haryana,439917,877,3,7,Home Lighting,23.17,3.35,13,2.78,2.678292162,9.505568209,10.98259209,3.52,1.67,0.18,1.23,0.82,0.45,1.65,4.04,1.91,3.38,2.2,2.11
Fatehgarh Churian,Punjab,502197,884,3,8,Wearable Smart Devices,1416.82,62.81,1467,690.21,801.4082744,220.4237843,394.9896759,154.29,14.67,166.61,346.88,144.41,143.51,152.9,47.57,12.17,182.34,46.64,4.82
Fatehgarh Churian,Punjab,502197,884,3,8,Cameras & Accessories,14.86,8.28,9,2.41,8.4063805,2.312137598,4.143248348,0.28,0.79,3.18,1.15,3.08,0.99,1.01,1.72,0.19,1.22,0.59,0.65
Fatehgarh Churian,Punjab,502197,884,3,8,Pens & Stationery,36.33,16.96,35,10.42,20.54893011,5.651891906,10.12794041,0.42,1.18,8.98,6.81,3.35,1.4,0.62,0.69,3.94,4.88,0.1,3.95
Fatehgarh Churian,Punjab,502197,884,3,8,Books,183.3,39.51,123,65.36,103.6786928,28.51636371,51.10006296,2.08,19.27,48.7,10.86,38.94,5.17,37.58,4.65,0.16,8.71,4.16,3
Fatehgarh Churian,Punjab,502197,884,3,8,Automotive Accessories,497.04,51.7,412,144.78,281.1467256,77.32815744,138.5686392,11.84,16.35,43.38,39.74,171.59,26.43,34.31,32.4,28.16,43.7,0.18,48.96
Fatehgarh Churian,Punjab,502197,884,3,8,Exercise & Fitness,19.82,10.08,15,19.92,11.20850733,3.082850131,5.524331131,1.4,0.05,2.35,4.82,0.36,3.68,4.26,0.56,0.02,0.69,0.92,0.71
Fatehgarh Churian,Punjab,502197,884,3,8,Musical Instruments,24.77,9.42,27,1.09,14.01063417,3.853562663,6.905413914,1.63,0.48,3.95,1.29,5.01,3.77,5.43,0.29,0.76,0.43,1.27,0.48
Fatehgarh Churian,Punjab,502197,884,3,8,Footwear,130.45,32.75,109,36.7,73.78933995,20.29543003,36.36851328,3.26,4.56,11.07,0.62,56.4,5.7,5.46,1.33,0.26,29.32,2.84,9.64
Fatehgarh Churian,Punjab,502197,884,3,8,"Kitchen, Cookware & Serveware",146.97,33.55,153,62.34,83.12976273,22.8644718,40.97212255,1.36,5.67,8.38,16.96,47.58,10.21,15.26,16.01,5.64,4.06,11.87,3.97
Fatehgarh Churian,Punjab,502197,884,3,8,Computers,1.65,4.33,1,0.08,0.934042278,0.256904178,0.460360928,0.13,0.03,0.09,0.58,0.21,0.05,0.13,0.17,0.01,0.16,0.09,0.01
Fatehgarh Churian,Punjab,502197,884,3,8,Home Lighting,393.01,45.14,461,132.03,222.3020621,61.14319426,109.5659008,18.64,3.74,120.97,53.38,44.47,3.47,34.04,27.64,19.49,28.4,19.58,19.19
Fatehgarh Churian,Punjab,502197,884,3,8,Mobiles & Accessories,163.48,38.36,183,134.73,92.4701855,25.43351358,45.57573183,0.47,1.55,13.92,6.29,51.1,21.16,20.42,12.46,3.96,8.74,6.25,17.16
Fatehgarh Churian,Punjab,502197,884,3,8,Home Decor,488.79,47.92,438,294.94,276.4765142,76.04363656,136.2668346,0.47,41.87,52.24,93.5,80.42,50.31,59,28.31,41.84,7.12,14.64,19.07
Fatehgarh Churian,Punjab,502197,884,3,8,Clothing and Accessories,142.01,31.77,140,21.47,80.32763589,22.09375927,39.59103977,3.82,9.72,13.63,42.34,17.26,7.1,11.75,4.69,9.98,13.17,1.93,6.62
Fatehgarh Churian,Punjab,502197,884,3,8,Food Products,16.51,8.67,10,6.99,9.340422778,2.569041776,4.603609276,0.94,1.13,1.92,0.68,5.39,1.34,0.31,1.08,2.27,0.95,0.04,0.46
Fatehgarh Churian,Punjab,502197,884,3,8,Furniture,49.54,19.55,43,17.65,28.02126833,7.707125327,13.81082783,0.02,0.34,21.6,1.88,1.09,3.46,0.1,2.04,4.26,7.41,2.02,5.33
Fatehgarh Churian,Punjab,502197,884,3,8,Toys and Games,9.91,0,9,3.86,5.604253667,1.541425065,2.762165565,0.66,0.23,0.21,1.83,2.88,0.69,1.72,0.03,0.03,0.98,0.52,0.13
Fatehgarh Churian,Punjab,502197,884,3,8,Festive Decor & Gifting,18.16,9.03,19,3.23,10.27446506,2.825945953,5.063970203,0.08,0.34,4.08,3.02,0.42,2.75,0.76,1.77,0.25,2.28,0.16,2.25
Fatehgarh Churian,Punjab,502197,884,3,8,Home Cleaning & Bathroom Accessories,57.8,16.64,46,22.7,32.69147972,8.991646214,16.11263247,2.09,1.23,14.94,0.15,3.59,14.01,3.38,2.01,0.25,10.47,1.88,3.79
Fatehgarh Churian,Punjab,502197,884,3,8,Watches,163.48,36.76,182,41.08,92.4701855,25.43351358,45.57573183,0.26,18.48,28.68,5.07,4.72,54,2.01,9.63,5.79,28.14,1.19,5.51
Fatehgarh Churian,Punjab,502197,884,3,8,Baby Care,2325.04,64.36,2647,286.13,1315.131527,361.721082,648.188186,89.23,139.84,123.6,115.8,409.53,666.2,78.22,245.86,249.37,74.74,7.41,125.24
Fatehgarh Churian,Punjab,502197,884,3,8,Audio & Video,49.54,14.83,36,21.91,28.02126833,7.707125327,13.81082783,3.21,2.38,3.56,3.92,0.8,19.74,5.56,3.86,3.66,0.72,2.11,0.02
Fatehgarh Churian,Punjab,502197,884,3,8,Pet Supplies,33.03,7.34,39,24.06,18.68084556,5.138083551,9.207218551,0.19,1.18,2.98,2.67,7.21,5.82,3.08,0.64,2.53,2.96,2.21,1.55
Fatehgarh Churian,Punjab,502197,884,3,8,Home & Kitchen,434.29,49.25,386,250.72,245.6531191,67.5657987,121.074924,38.61,6.64,91.17,25.93,86.41,42.14,30.46,38.8,5.81,46,8.96,13.36
Fatehgarh Churian,Punjab,502197,884,3,8,Building Materials and Supplies,56.14,15.38,61,17.2,31.75743745,8.734742037,15.65227154,4.35,1.54,6.74,2.74,20.81,1.47,3.31,11.63,0.58,0.13,1.04,1.81
Fatehgarh Churian,Punjab,502197,884,3,8,Home Furnishing,9.91,0.6,10,2.86,5.604253667,1.541425065,2.762165565,0.74,0.3,0.84,0,3.99,0.77,0.72,0.01,0.18,1.85,0.49,0
Fatehgarh Churian,Punjab,502197,884,3,8,Health Care,767.86,54.78,753,229.55,434.3296592,119.4604426,214.0678313,25.75,52.77,110.64,41.41,161.12,121.17,156.89,13.95,22.36,20.87,6.13,34.8
Fatehgarh Churian,Punjab,502197,884,3,8,Beauty and Grooming,24.77,6.43,24,13.32,14.01063417,3.853562663,6.905413914,2.03,0.47,3.83,1.38,3.7,5.11,0.12,0.07,2.67,4.03,0.11,1.24
Fatehgarh Churian,Punjab,502197,884,3,8,"Bags, Wallets & Belts",64.4,22.27,61,26.11,36.42764883,10.01926292,17.95407618,0.73,1.98,0.85,0.75,11,23.83,6.46,6.67,4.09,0.74,2.33,4.98
Fatehgarh Churian,Punjab,502197,884,3,8,Jewellery,201.46,42.29,161,75.94,113.9531579,31.34230966,56.16403316,8.13,12.19,37.75,0.97,63.66,11.57,21.44,1.51,29.82,3.4,2.78,8.24
Fatehgarh Churian,Punjab,502197,884,3,8,Home Improvement,100.73,23.71,69,36.85,56.97657895,15.67115483,28.08201658,6.26,3.02,30.05,3.84,11.22,11.87,5.15,1.08,7.85,14,6.28,0.1
Fatehgarh Churian,Punjab,502197,884,3,8,Kids Accessories,9.91,0.35,11,2.49,5.604253667,1.541425065,2.762165565,0.94,0.34,1.87,1.69,0.57,1.47,0.07,0.68,1.69,0.31,0.05,0.21
Fatehgarh Churian,Punjab,502197,884,3,8,Health & Personal Care Appliances,890.05,55.29,910,382.71,503.4487877,138.4713517,248.13454,14.9,55.45,317.45,63.92,24.31,97.78,108.59,0.02,17.5,122.03,62.16,5.96
Fatehgarh Churian,Punjab,502197,884,3,8,Sports,16.51,2.8,18,2.15,9.340422778,2.569041776,4.603609276,0.48,0.24,6.17,0.06,2.91,0.19,1.07,1.43,0.63,1.48,0.08,1.77
Dhamtari,Chhattisgarh,2618708,856,3,8,Home Cleaning & Bathroom Accessories,39.79,13.55,18,24.22,12.64770729,11.60745062,15.53049311,0.83,2.8,3.26,2.78,1.9,4.7,9.24,0.35,0.81,5.14,4.63,3.35
Dhamtari,Chhattisgarh,2618708,856,3,8,Computers,17.05,6.64,10,10.92,5.420445983,4.974621696,6.655925619,3.55,1.12,0.15,0.73,4.25,0.29,0.93,1.83,1.15,2.75,0.25,0.05
Dhamtari,Chhattisgarh,2618708,856,3,8,Footwear,181.88,35.16,88,126.72,57.81809049,53.06263142,70.99653994,11.98,1.74,15.61,7.67,24.82,9.71,17.32,17.93,22.91,12.83,20.61,18.73
Dhamtari,Chhattisgarh,2618708,856,3,8,Health & Personal Care Appliances,150.62,34.34,89,97.52,47.88060618,43.94249165,58.79400964,5.32,24.71,1.68,6.28,3.17,36.75,9.78,11.48,34.63,2.91,0.56,13.35
Dhamtari,Chhattisgarh,2618708,856,3,8,Clothing and Accessories,2159.79,68.71,1238,1444,686.5898245,630.1187481,843.0839117,178.81,193.09,146.24,284.41,73.3,182.64,219.25,338.64,171.2,113.99,48.4,209.82
