Product Name,Weight (quintal),Length (meters),Width (meters),Height (meters),Volume (cubic meters)
Product_7748,2.693,0.852,1.024,2.212,1.929
Product_7749,0.561,0.877,1.478,1.921,2.489
Product_7750,2.834,1.34,1.305,0.763,1.335
Product_7751,0.851,1.814,1.836,0.827,2.756
Product_7753,4.6,0.642,1.105,1.727,1.224
Product_7754,4.448,2.461,1.845,0.913,4.145
Product_7758,2.322,1.163,2.265,1.846,4.862
Product_7760,3.612,2.091,2.377,1.55,7.702
Product_7761,2.689,1.313,0.67,1.742,1.532
Product_7762,4.029,1.565,1.167,1.564,2.856
Product_7764,0.823,1.213,1.413,2.152,3.687
Product_7765,0.608,1.756,1.292,2.001,4.542
Product_7766,1.481,0.777,1.746,0.987,1.339
Product_7767,2.761,1.817,1.482,0.606,1.633
Product_7770,1.382,0.586,0.969,2.373,1.347
Product_7772,1.884,2.497,1.07,1.136,3.037
Product_7774,2.171,0.929,2.184,2.018,4.094
Product_7775,3.581,2.438,0.539,1.008,1.324
Product_7782,2.123,2.437,0.782,2.24,4.272
Product_7783,1.366,1.743,2.405,2.037,8.539
Product_7785,2.05,2.201,0.633,0.721,1.006
Product_7786,4.712,1.905,1.624,0.588,1.821
Product_7787,0.875,1.706,2.075,1.779,6.294
Product_7792,2.194,1.562,2.119,2.054,6.798
Product_7793,1.554,2.18,0.937,1.784,3.643
Product_7794,2.601,1.73,0.951,1.483,2.44
Product_7796,4.24,1.791,0.755,0.767,1.037
Product_7799,1.042,1.33,0.663,1.885,1.663
Product_7804,1.141,0.758,2.017,1.503,2.3
Product_7806,0.597,1.486,1.964,0.541,1.58
Product_7808,3.11,1.312,2.029,1.433,3.815
Product_7810,0.868,1.527,0.715,2.398,2.619
Product_7812,2.718,2.493,0.763,0.659,1.252
Product_7813,3.942,0.982,1.086,1.49,1.589
Product_7816,2.393,1.238,1.211,1.707,2.559
Product_7817,2.398,0.531,2.441,1.566,2.031
Product_7823,0.62,0.821,1.487,2.135,2.606
Product_7826,4.754,1.586,1.624,2.322,5.981
Product_7827,3.382,2.108,1.257,2.092,5.544
Product_7829,3.72,0.764,0.559,2.007,0.858
Product_7830,1.293,2.489,1.404,1.259,4.4
Product_7831,1.234,1.973,2.114,0.988,4.12
Product_7832,2.178,1.831,1.59,1.614,4.699
Product_7833,4.206,1.335,2.494,0.977,3.254
Product_7834,3.219,1.99,2.381,2.171,10.286
Product_7836,2.358,1.903,1.874,2.18,7.776
Product_7837,1.452,2.203,2.471,1.276,6.944
Product_7838,4.823,1.528,0.991,0.914,1.385
Product_7840,3.172,2.154,1.13,1.135,2.76
Product_7841,3.987,2.445,1.217,1.754,5.218
Product_7842,1.997,2.335,0.513,1.154,1.382
Product_7843,0.649,2.261,1.113,1.107,2.787
Product_7848,4.164,0.611,0.644,0.8,0.315
Product_7849,3.546,2.245,1.469,0.514,1.695
Product_7850,2.221,2.223,2.14,1.409,6.703
Product_7853,0.998,0.522,1.069,0.716,0.399
Product_7856,2.913,2.141,2.268,0.777,3.771
Product_7858,2.447,2.438,0.997,1.229,2.988
Product_7860,2.786,1.685,0.85,2.291,3.282
Product_7864,3.953,1.237,1.315,0.627,1.02
Product_7865,0.517,2.119,0.748,0.512,0.811
Product_7866,1.975,2.302,2.133,1.586,7.784
Product_7868,1.278,2.434,2.087,1.761,8.945
Product_7869,4.831,1.959,1.021,2.303,4.607
Product_7870,4.748,0.577,1.55,0.518,0.463
Product_7874,0.963,1.552,1.228,1.676,3.194
Product_7875,4.066,2.442,2.238,1.085,5.931
Product_7877,0.711,2.198,0.523,0.798,0.917
Product_7878,1.755,0.58,0.552,1.563,0.5
Product_7880,4.229,1.662,2.224,1.116,4.127
Product_7881,4.042,1.223,0.767,0.878,0.823
Product_7882,4.156,0.598,1.683,1.853,1.866
Product_7883,4.561,1.71,0.639,2.44,2.666
Product_7885,0.505,1.352,0.919,1.991,2.475
Product_7888,4.167,1.992,0.667,0.967,1.286
Product_7889,0.512,1.752,0.803,0.719,1.012
Product_7890,1.395,1.744,1.423,1.664,4.131
Product_7891,3.414,2.074,0.686,0.563,0.802
Product_7892,3.542,1.175,0.669,2.095,1.647
Product_7893,4.2,1.793,1.31,2.334,5.482
Product_7901,0.693,1.918,1.572,2.293,6.912
Product_7907,4.489,1.109,2.057,1.932,4.409
Product_7913,4.947,1.885,1.076,0.881,1.788
Product_7915,3.824,1.143,1.325,2.014,3.05
Product_7921,2.883,1.508,1.607,1.324,3.208
Product_7922,1.35,1.409,1.951,0.769,2.115
Product_7923,0.512,0.59,2.419,2.109,3.01
Product_7924,3.036,1.296,1.305,1.431,2.42
Product_7925,2.621,0.541,0.676,2.463,0.9
Product_7926,4.944,2.135,1.892,1.057,4.269
Product_7927,0.962,2.347,1.288,0.87,2.63
Product_7929,4.945,1.185,0.602,0.514,0.367
Product_7930,1.625,1.877,1.238,1.637,3.802
Product_7933,2.152,0.962,1.202,2.088,2.414
Product_7934,3.909,1.273,1.614,2.15,4.417
Product_7937,1.547,1.765,1.906,2.285,7.688
Product_7939,2.801,1.432,0.773,1.366,1.513
Product_7941,3.254,0.833,0.946,1.904,1.5
Product_7942,3.968,1.962,1.098,0.681,1.467
Product_7945,2.569,2.364,1.996,1.503,7.091
Product_7946,2.312,1.414,1.89,2.469,6.599
Product_7948,3.16,1.838,2.318,0.531,2.262
Product_7952,1.237,1.727,2.336,1.256,5.068
Product_7954,1.786,0.911,1.709,0.689,1.072
Product_7955,0.967,2.358,2.479,1.348,7.884
Product_7957,2.94,2.224,1.45,2.488,8.025
Product_7958,3.438,2.15,1.912,1.566,6.437
Product_7959,3.516,2.074,1.925,2.202,8.792
Product_7961,4.316,2.345,0.74,1.881,3.265
Product_7962,4.127,0.819,1.463,2.076,2.489
Product_7963,4.655,2.479,1.619,1.025,4.112
Product_7966,2.935,2.287,1.406,1.451,4.664
Product_7967,1.469,2.121,0.735,1.892,2.948
Product_7969,1.63,1.797,0.718,2.015,2.599
Product_7971,1.544,0.806,1.427,0.829,0.954
Product_7974,4.053,0.746,2.029,1.201,1.819
Product_7975,4.947,1.117,1.266,2.374,3.357
Product_7976,4.161,0.696,1.901,1.407,1.863
Product_7982,4.016,2.429,1.994,2.31,11.19
Product_7984,1.345,2.1,2.113,2.201,9.764
Product_7985,4.674,1.601,1.25,1.764,3.529
Product_7987,4.627,1.772,1.909,2.373,8.029
Product_7988,1.925,0.634,0.917,2.269,1.32
Product_7989,0.576,0.533,2.091,0.875,0.974
Product_7990,1.262,2.219,1.406,2.445,7.624
Product_7991,1.937,1.829,2.017,2.34,8.635
Product_7993,1.893,1.742,0.614,1.763,1.888
Product_7996,4.707,0.826,2.494,1.486,3.06
Product_7997,1.946,1.75,0.85,0.858,1.276
Product_7998,0.817,1.646,1.518,1.479,3.695
Product_7999,3.112,1.363,0.98,2.335,3.121
Product_8001,4.414,1.163,2.07,1.106,2.664
Product_8002,1.379,1.683,1.556,0.736,1.929
Product_8008,2.632,0.635,2.242,2.014,2.867
Product_8009,2.835,2.27,2.468,1.444,8.09
Product_8013,1.842,1.601,1.493,1.451,3.471
Product_8015,2.9,1.231,2.342,2.265,6.531
Product_8016,4.168,1.447,0.631,1.025,0.936
Product_8017,0.551,2.385,0.639,1.319,2.011
Product_8018,0.963,2.444,0.99,0.887,2.145
Product_8020,4.923,0.988,2.452,1.248,3.023
Product_8023,3.096,1.82,2.28,2.144,8.898
Product_8024,0.953,0.974,2.429,1.154,2.731
Product_8025,0.64,2.057,0.542,2.18,2.43
Product_8029,1.66,1.829,1.077,2.094,4.124
Product_8030,4.271,1.117,1.388,0.852,1.322
Product_8032,1.884,1.192,2.38,1.521,4.317
Product_8035,3.981,2.121,1.701,1.966,7.094
Product_8036,4.439,1.745,1.503,0.883,2.316
Product_8037,2.221,1.524,0.663,1.187,1.2
Product_8038,3.17,2.285,1.846,1.356,5.721
Product_8039,4.012,0.557,0.963,1.779,0.954
Product_8045,4.597,0.558,1.718,1.928,1.849
Product_8047,2.325,1.214,1.786,1.998,4.334
Product_8050,4.875,1.529,1.934,2.083,6.16
Product_8051,0.881,0.739,1.05,0.525,0.407
Product_8052,0.856,1.107,1.881,2.37,4.937
Product_8053,2.865,0.713,1.152,1.227,1.009
Product_8055,2.42,0.781,1.995,1.57,2.445
Product_8057,3.548,1.171,1.32,1.493,2.307
Product_8058,0.674,1.202,0.707,1.188,1.009
Product_8059,1.04,1.734,0.823,2.212,3.156
Product_8060,3.329,1.989,1.321,2.338,6.146
Product_8061,0.995,1.116,0.58,0.705,0.456
Product_8062,0.944,2.316,1.675,0.789,3.06
Product_8063,1.532,2.48,0.783,1.794,3.486
Product_8065,3.337,2.035,1.133,1.931,4.45
Product_8066,2.745,1.51,0.751,2.387,2.706
Product_8068,0.976,2.284,2.14,1.299,6.35
Product_8071,1.891,0.629,1.641,0.702,0.724
Product_8073,3.099,0.861,1.069,2.077,1.912
Product_8074,3.906,1.925,1.519,2.254,6.593
Product_8076,4.848,0.872,0.631,0.872,0.48
Product_8077,0.747,1.815,1.887,2.032,6.959
Product_8079,1.622,1.323,1.694,0.617,1.384
Product_8080,4.975,2.182,0.651,0.969,1.377
Product_8081,2.401,1.192,2.294,0.956,2.617
Product_8084,2.199,2.401,1.148,1.223,3.371
Product_8086,1.4,1.739,1.734,1.989,5.997
Product_8087,2.964,1.26,1.439,2.407,4.364
Product_8088,2.22,2.097,0.606,1.616,2.053
Product_8089,2.686,1.164,2.242,2.009,5.244
Product_8090,2.835,1.784,1.819,2.2,7.138
Product_8093,1.645,1.241,1.817,1.024,2.31
Product_8094,1.793,1.549,0.705,1.681,1.835
Product_8095,3.381,1.467,1.867,1.506,4.123
Product_8096,0.516,2.319,1.693,2.444,9.595
Product_8098,2.468,0.959,1.231,0.621,0.734
Product_8099,3.221,1.714,2.24,1.391,5.339
Product_8101,2.031,1.866,1.294,1.423,3.438
Product_8103,1.648,1.718,1.962,2.319,7.82
Product_8104,0.586,1.662,1.558,0.857,2.219
Product_8105,2.335,1.185,2.067,1.784,4.37
Product_8109,2.306,2.222,2.303,2.327,11.91
Product_8110,4.287,2.119,2.057,1.224,5.338
Product_8111,3.977,1.009,0.576,0.946,0.549
Product_8113,3.053,1.539,1.826,0.947,2.662
Product_8114,3.163,2.27,2.183,1.866,9.245
Product_8116,3.122,0.578,1.945,1.571,1.766
Product_8120,0.87,2.188,1.161,1.067,2.711
Product_8121,4.546,0.995,2.091,0.783,1.629
Product_8123,2.322,1.348,1.967,1.213,3.217
Product_8127,4.897,1.573,0.896,1.067,1.504
Product_8128,4.041,1.361,2.399,1.198,3.912
Product_8129,3.627,1.693,1.607,1.572,4.278
Product_8131,1.582,1.297,1.828,1.346,3.19
Product_8132,2.687,1.039,1.455,0.978,1.479
Product_8134,4.019,1.677,2.426,2.262,9.203
Product_8135,4.614,1.858,0.619,1.033,1.188
Product_8136,4.284,1.377,0.912,1.571,1.973
Product_8138,3.343,1.11,2.365,2.055,5.392
Product_8139,3.304,1.149,1.577,2.473,4.481
Product_8140,1.782,2.221,1.493,1.569,5.203
Product_8141,0.679,1.928,2.194,2.151,9.099
Product_8142,4.27,0.561,1.781,0.95,0.949
Product_8143,4.482,1.166,1.234,0.652,0.938
Product_8144,2.946,0.782,2.298,0.912,1.64
Product_8145,2.579,2.366,2.361,2.381,13.297
Product_8148,3.312,0.848,1.82,2.359,3.641
Product_8151,1.678,2.132,1.7,1.199,4.345
Product_8152,4.869,1.374,2.449,0.542,1.823
Product_8155,3.995,0.952,0.831,0.714,0.565
Product_8156,2.598,1.435,2.169,1.147,3.57
Product_8157,0.558,2.208,1.224,2.282,6.167
Product_8158,2.799,0.713,1.259,1.205,1.082
Product_8167,2.958,0.825,2.359,0.569,1.107
Product_8168,4.664,1.916,2.431,0.55,2.563
Product_8169,3.052,0.743,0.975,1.128,0.817
Product_8170,2.296,1.091,1.918,0.743,1.555
Product_8174,4.288,0.647,0.562,2.273,0.827
Product_8176,0.794,2.45,0.783,1.709,3.278
Product_8180,3.548,1.075,2.004,0.538,1.159
Product_8181,1.537,1.64,2.052,1.496,5.035
Product_8185,2.239,2.272,1.742,0.712,2.82
Product_8186,4.392,1.128,1.642,1.857,3.438
Product_8189,4.963,1.571,1.677,2.085,5.492
Product_8190,1.538,1.509,1.154,2.325,4.047
Product_8193,3.259,2.082,1.552,2.232,7.212
Product_8194,3.543,0.831,0.931,1.539,1.191
Product_8197,2.027,1.132,1.203,0.852,1.16
Product_8199,2.85,0.584,1.049,1.359,0.832
Product_8203,2.605,1.936,2.123,1.411,5.8
Product_8205,2.23,0.925,1.173,1.986,2.155
Product_8206,1.845,2.474,0.872,1.381,2.981
Product_8208,1.503,2.167,1.002,0.909,1.974
Product_8209,4.684,1.393,2.363,0.572,1.884
Product_8211,1.83,2.26,1.75,0.846,3.347
Product_8212,2.797,1.969,1.464,1.364,3.935
Product_8214,2.328,1.204,1.152,1.766,2.45
Product_8215,1.877,2.095,2.395,2.267,11.374
Product_8216,1.574,1.188,2.165,1.251,3.217
Product_8217,2.687,1.462,2.402,1.414,4.965
Product_8219,3.112,1.58,0.718,1.952,2.215
Product_8224,1.792,2.457,1.26,1.053,3.257
Product_8225,0.975,0.697,1.094,1.635,1.247
Product_8229,3.961,0.502,2.338,1.438,1.687
Product_8230,4.908,2.119,1.476,2.21,6.908
Product_8233,2.061,0.924,1.606,1.903,2.823
Product_8234,1.85,0.789,1.353,1.191,1.272
Product_8236,3.649,2.032,1.077,0.745,1.63
Product_8238,4.517,2.278,1.062,2.207,5.339
Product_8244,1.924,0.529,1.198,1.296,0.821
Product_8246,0.833,0.756,0.698,2.419,1.277
Product_8252,0.513,1.769,1.556,1.62,4.461
Product_8253,0.881,2.25,2.102,2.098,9.923
Product_8254,1.423,1.744,1.824,1.333,4.237
Product_8255,3.951,1.511,0.777,1.402,1.646
Product_8256,3.832,0.834,1.568,1.63,2.133
Product_8258,3.031,1.305,2.236,0.55,1.605
Product_8265,2.894,0.596,1.22,0.967,0.703
Product_8267,3.176,1.237,2.01,1.573,3.912
Product_8271,4.611,0.911,0.837,1.56,1.189
Product_8274,4.754,0.512,2.265,2.091,2.426
Product_8275,1.498,0.818,1.549,2.264,2.869
Product_8276,2.787,1.222,2.28,2.249,6.267
Product_8278,4.153,2.238,2.08,0.621,2.89
Product_8279,4.997,1.146,1.01,1.001,1.158
Product_8283,4.713,0.932,2.4,1.65,3.692
Product_8284,4.41,0.767,2.315,2.441,4.337
Product_8287,2.473,1.678,0.583,2.143,2.097
Product_8289,3.515,0.516,0.875,2.192,0.989
Product_8291,1.664,2.38,2.154,1.031,5.284
Product_8292,2.368,1.043,1.524,1.464,2.326
Product_8297,4.928,1.672,1.94,1.528,4.956
Product_8298,2.665,1.426,0.847,2.323,2.805
Product_8299,0.758,1.976,1.216,1.766,4.244
Product_8300,2.326,1.363,2.435,1.255,4.166
Product_8302,3.271,2.017,2.168,2.034,8.895
Product_8303,2.547,2.163,2.094,1.094,4.952
Product_8305,3.383,0.502,2.178,2.22,2.427
Product_8307,3.618,0.556,2.21,1.188,1.46
Product_8308,4.833,0.833,2.165,1.208,2.178
Product_8309,1.121,0.834,2.168,0.698,1.262
Product_8311,1.699,1.435,1.964,2.347,6.614
Product_8313,2.603,1.212,2.181,0.565,1.494
Product_8316,4.632,1.238,1.289,2.226,3.551
Product_8318,2.797,0.502,1.121,2.443,1.375
Product_8323,0.883,1.73,1.404,1.556,3.779
Product_8324,4.604,1.188,0.743,1.024,0.904
Product_8325,2.932,1.147,2.229,0.971,2.483
Product_8326,1.581,2.006,2.206,0.909,4.019
Product_8328,2.971,2.443,0.811,1.75,3.467
Product_8329,4.66,1.289,1.486,2.373,4.544
Product_8333,0.546,1.912,2.327,0.741,3.296
Product_8335,0.915,0.945,1.7,0.514,0.825
Product_8336,1.371,0.629,1.969,1.244,1.542
Product_8338,2.16,1.7,2.374,1.172,4.729
Product_8339,2.808,1.17,2.038,2.164,5.16
Product_8341,0.745,1.407,1.466,1.337,2.757
Product_8342,3.973,0.765,1.121,0.801,0.688
Product_8345,2.715,1.974,2.421,0.901,4.305
Product_8346,2.442,1.743,0.696,1.958,2.374
Product_8347,3.006,0.687,2.087,1.465,2.101
Product_8348,3.954,2.191,1.931,0.813,3.439
Product_8351,1.971,2.367,1.302,2.463,7.591
Product_8354,2.246,2.231,2.245,0.945,4.73
Product_8358,4.487,0.898,0.653,1.22,0.715
Product_8359,3.738,1.606,2.18,1.577,5.52
Product_8360,1.106,1.489,2.291,2.274,7.76
Product_8362,2.354,1.455,1.439,1.258,2.634
Product_8364,3.931,0.588,2.456,1.121,1.617
Product_8366,3.538,1.16,0.811,1.757,1.653
Product_8368,0.677,0.516,2.289,1.973,2.331
Product_8369,3.493,0.611,0.999,1.656,1.011
Product_8370,2.533,2.419,2.176,2.467,12.989
Product_8373,1.229,1.951,1.366,1.538,4.1
Product_8374,3.719,2.05,2.27,1.634,7.604
Product_8375,3.259,0.72,2.49,0.536,0.962
Product_8376,4.88,0.758,0.651,0.921,0.454
Product_8378,3.485,1.011,2.47,1.84,4.595
Product_8380,1.559,1.063,2.468,1.245,3.266
Product_8383,0.936,1.531,0.934,0.597,0.854
Product_8385,3.96,1.766,0.711,2.049,2.574
Product_8388,2.868,1.561,0.587,2.383,2.183
Product_8391,3.923,0.676,1.326,0.791,0.709
Product_8393,3.066,1.894,1.189,2.482,5.591
Product_8396,4.716,1.134,2.46,0.886,2.471
Product_8397,3.823,1.102,0.512,1.872,1.056
Product_8398,2.343,1.302,1.825,2.218,5.272
Product_8400,4.221,1.4,2.017,1.565,4.417
Product_8401,0.652,0.698,1.367,0.513,0.489
Product_8403,3.54,2.425,0.68,2.014,3.32
Product_8404,1.303,1.984,1.645,1.513,4.939
Product_8405,3.418,0.529,2.285,1.257,1.518
Product_8406,1.737,1.03,1.774,1.792,3.275
Product_8410,4.178,1.269,1.539,2.265,4.422
Product_8413,1.791,0.584,0.861,2.251,1.132
Product_8414,4.199,0.78,1.93,1.016,1.53
Product_8415,1.469,1.108,0.55,0.718,0.437
Product_8418,4.567,2.271,1.117,0.605,1.535
Product_8419,3.275,2.086,2.155,2.045,9.192
Product_8421,1.1,2.253,1.419,0.518,1.654
Product_8423,3.523,1.176,0.667,1.198,0.94
Product_8425,4.866,2.262,0.775,0.971,1.703
Product_8426,0.652,1.939,0.72,2.155,3.008
Product_8430,1.58,1.01,1.259,1.859,2.365
Product_8435,3.593,1.999,1.565,0.79,2.471
Product_8437,4.464,1.47,0.77,1.566,1.773
Product_8438,2.189,1.455,1.892,1.514,4.167
Product_8439,4.499,0.625,0.752,0.986,0.464
Product_8440,1.82,0.941,1.892,1.18,2.1
Product_8443,4.143,0.762,0.897,1.333,0.911
Product_8444,4.295,0.73,2.094,0.988,1.511
Product_8446,4.638,1.966,0.735,1.523,2.202
Product_8447,2.863,2.037,0.898,0.501,0.916
Product_8451,1.938,1.282,0.711,0.903,0.823
Product_8452,4.147,1.297,2.377,1.006,3.103
Product_8454,1.853,1.41,0.622,1.5,1.316
Product_8457,2.817,1.399,2.222,2.485,7.725
Product_8460,1.922,2.389,0.69,1.431,2.36
Product_8461,2.202,1.511,1.005,1.055,1.602
Product_8463,2.705,1.333,1.427,0.591,1.124
Product_8465,1.663,1.514,1.667,2.027,5.116
Product_8474,4.757,1.768,1.753,1.305,4.043
Product_8475,2.894,2.12,1.547,0.611,2.005
Product_8482,0.809,1.428,2.321,1.184,3.923
Product_8489,1.196,2.296,1.816,2.216,9.236
Product_8492,3.887,1.137,0.91,0.509,0.527
Product_8495,1.344,0.833,1.252,1.25,1.303
Product_8497,4.584,1.869,2.126,2.371,9.419
Product_8498,3.798,2.42,1.628,1.009,3.977
Product_8499,1.2,0.995,1.577,1.216,1.908
Product_8502,1.374,1.445,1.152,0.616,1.025
Product_8505,1.396,1.266,2.417,0.83,2.541
Product_8509,1.689,0.742,2.039,1.923,2.911
Product_8510,4.81,1.01,0.81,0.675,0.552
Product_8514,0.561,1.948,1.701,0.792,2.625
Product_8515,4.936,1.666,2.07,1.349,4.651
Product_8516,2.988,1.666,2.141,1.635,5.831
Product_8518,2.618,1.767,2.385,1.751,7.38
Product_8520,3.475,1.469,0.955,1.462,2.05
Product_8522,1.991,1.78,2.281,2.319,9.417
Product_8523,4.071,2.443,0.601,1.989,2.92
Product_8525,3.497,0.599,2.292,1.734,2.381
Product_8526,3.018,0.581,0.843,1.166,0.572
Product_8527,3.387,1.861,0.66,0.864,1.061
Product_8528,4.638,2.43,1.825,1.593,7.065
Product_8535,1.906,1.958,0.854,2.111,3.53
Product_8540,3.962,0.929,1.291,2.412,2.895
Product_8542,1.72,0.875,1.245,0.813,0.885
Product_8543,3.245,1.313,0.936,1.999,2.456
Product_8544,4.287,2.439,1.998,1.039,5.06
Product_8546,2.974,0.725,0.908,2.426,1.596
Product_8548,3.839,0.674,1.007,0.546,0.371
Product_8550,1.633,2.231,1.294,2.287,6.606
Product_8552,4.81,1.249,1.71,1.998,4.268
Product_8558,4.26,2.226,2.002,1.199,5.345
Product_8560,3.585,0.617,0.689,1.876,0.798
Product_8561,4.494,0.726,1.181,1.693,1.452
Product_8564,3.042,1.823,1.529,2.386,6.649
Product_8565,3.925,2.068,1.156,1.636,3.91
Product_8567,3.713,1.45,1.06,1.469,2.256
Product_8568,1.234,0.757,0.751,0.766,0.435
Product_8572,3.705,2.001,1.984,1.837,7.293
Product_8577,3.954,1.8,0.669,0.69,0.831
Product_8578,1.83,1.31,1.313,0.992,1.706
Product_8582,1.512,0.972,1.549,1.543,2.324
Product_8583,2.569,2.394,1.56,1.968,7.349
Product_8584,1.149,0.947,0.812,0.794,0.611
Product_8585,4.983,1.633,2.193,0.904,3.236
Product_8586,2.782,0.596,1.475,1.49,1.308
Product_8587,0.503,1.588,0.796,2.464,3.114
Product_8588,0.523,2.197,2.305,2.067,10.465
Product_8590,0.875,0.692,1.342,0.618,0.574
Product_8595,1.133,0.924,2.16,1.039,2.075
Product_8598,2.473,2.287,2.139,1.711,8.37
Product_8599,3.226,0.589,1.316,2.373,1.84
Product_8600,3.874,2.216,0.686,1.427,2.168
Product_8602,3.558,0.526,0.604,2.164,0.688
Product_8603,4.007,0.959,1.425,1.464,2.001
Product_8604,4.844,0.783,2.414,2.019,3.819
Product_8605,4.003,0.539,2.096,1.046,1.181
Product_8607,2.795,2.102,1.201,1.642,4.144
Product_8608,1.199,2.218,1.54,2.143,7.319
Product_8609,4.328,0.697,1.526,2.466,2.625
Product_8611,3.023,2.129,1.513,2.028,6.534
Product_8612,4.819,1.24,2.474,1.857,5.698
Product_8613,0.684,0.972,1.131,1.781,1.956
Product_8615,2.86,2.097,2.01,2.268,9.562
Product_8616,1.65,1.742,1.793,1.907,5.957
Product_8617,2.417,0.897,2.447,1.843,4.045
Product_8618,1.518,2.138,1.952,0.876,3.657
Product_8619,4.956,1.076,0.797,1.173,1.006
Product_8620,2.229,1.114,1.636,1.527,2.784
Product_8621,2.907,2.039,2.289,1.658,7.736
Product_8622,1.693,1.525,2.312,1.793,6.322
Product_8626,2.051,2.197,1.126,0.795,1.966
Product_8627,4.21,2.011,2.338,0.624,2.933
Product_8628,4.923,0.855,0.601,1.926,0.99
Product_8631,2.539,2.171,1.917,1.55,6.452
Product_8635,2.232,2.236,1.91,1.875,8.008
Product_8636,1.958,2.423,2.423,2.266,13.307
Product_8641,1.303,1.163,0.646,2.489,1.869
Product_8642,3.798,1.835,2.281,2.175,9.103
Product_8643,2.153,2.321,0.65,1.725,2.602
Product_8645,2.729,2.046,1.442,1.108,3.27
Product_8647,3.12,1.284,2.197,1.875,5.289
Product_8650,3.563,1.422,0.576,1.294,1.061
Product_8652,4.776,1.462,1.734,0.674,1.709
Product_8653,0.977,1.598,1.962,2.456,7.698
Product_8654,2.138,0.535,0.694,2.093,0.777
Product_8656,0.593,0.904,0.968,2.016,1.765
Product_8657,3.558,0.512,2.335,0.588,0.703
Product_8660,4.993,2.406,1.444,2.414,8.387
Product_8661,4.448,1.197,2.026,2.007,4.864
Product_8662,0.706,0.994,1.13,2.108,2.368
Product_8663,1.893,2.449,2.259,2.136,11.821
Product_8664,2.848,0.519,1.374,1.331,0.95
Product_8665,3.091,1.904,1.277,2.109,5.126
Product_8672,1.784,2.077,1.457,0.651,1.969
Product_8673,1.645,0.903,0.928,1.242,1.041
Product_8675,1.04,1.092,1.767,1.904,3.672
Product_8679,3.581,0.683,2.007,1.933,2.649
Product_8680,1.791,2.434,1.338,1.577,5.137
Product_8684,1.774,1.036,1.051,0.724,0.788
Product_8685,3.0,1.508,1.135,0.616,1.054
Product_8686,4.77,0.951,1.507,1.304,1.87
Product_8687,3.125,1.831,1.398,2.456,6.285
Product_8688,3.075,2.079,1.928,2.362,9.467
Product_8690,3.996,2.005,2.398,1.959,9.42
Product_8692,3.528,0.543,1.299,2.265,1.598
Product_8693,3.767,0.709,1.823,1.538,1.989
Product_8694,0.63,0.773,2.445,0.855,1.615
Product_8697,1.346,2.058,1.805,2.494,9.267
Product_8701,3.548,2.234,1.035,1.541,3.563
Product_8702,4.718,1.681,1.227,0.721,1.487
Product_8703,1.657,0.848,2.375,2.458,4.952
Product_8706,3.146,0.935,0.793,2.231,1.654
Product_8707,1.001,2.061,0.555,1.332,1.523
Product_8709,4.823,1.692,1.096,1.099,2.04
Product_8710,1.0,2.259,1.365,0.686,2.116
Product_8712,3.573,1.453,1.281,0.54,1.005
Product_8713,2.122,1.447,1.754,0.837,2.124
Product_8714,2.755,0.552,2.236,1.108,1.369
Product_8716,2.335,2.44,1.778,2.364,10.254
Product_8717,2.094,2.201,1.236,1.617,4.4
Product_8719,4.883,0.777,1.378,0.931,0.997
Product_8720,0.56,2.03,1.153,1.895,4.434
Product_8721,4.656,2.498,0.987,2.393,5.899
Product_8722,4.52,1.101,1.032,0.774,0.879
Product_8723,1.476,1.403,1.046,1.029,1.511
Product_8725,1.594,1.718,1.692,1.019,2.962
Product_8728,1.192,1.484,0.611,2.273,2.062
Product_8729,2.194,1.121,0.884,1.154,1.144
Product_8732,4.493,1.708,0.75,2.409,3.087
Product_8735,2.411,0.856,1.536,1.581,2.077
Product_8736,3.714,1.053,2.247,1.67,3.951
Product_8742,3.116,1.06,1.033,1.687,1.847
Product_8747,4.699,0.852,0.71,0.804,0.486
Product_8751,3.298,0.646,0.739,1.223,0.583
Product_8755,3.799,0.955,2.481,0.789,1.869
Product_8756,4.419,0.715,1.866,1.624,2.166
Product_8757,2.867,1.591,1.697,2.276,6.148
Product_8758,1.877,1.473,0.752,2.303,2.553
Product_8759,4.798,0.83,0.957,1.046,0.831
Product_8762,3.144,2.485,1.254,0.676,2.105
Product_8765,3.299,1.601,0.865,0.854,1.182
Product_8767,3.561,0.903,1.178,0.68,0.724
Product_8768,3.385,1.059,0.708,1.908,1.43
Product_8769,2.738,2.208,0.62,1.458,1.995
Product_8770,2.017,2.233,1.091,0.781,1.901
Product_8772,3.625,1.857,1.378,1.107,2.832
Product_8773,4.74,1.522,1.561,0.712,1.691
Product_8774,3.807,0.889,1.057,0.689,0.647
Product_8775,3.535,1.469,2.127,1.187,3.707
Product_8776,3.452,0.969,2.113,2.38,4.875
Product_8777,0.75,1.129,0.67,1.66,1.255
Product_8778,4.851,2.001,0.68,0.622,0.847
Product_8780,3.629,2.433,0.688,1.197,2.004
Product_8782,1.693,2.342,1.977,2.109,9.765
Product_8783,2.93,1.492,0.796,1.852,2.2
Product_8786,2.134,2.463,1.905,0.642,3.011
Product_8787,3.005,1.097,2.121,1.629,3.79
Product_8789,1.633,1.469,0.592,0.557,0.485
Product_8792,4.614,2.493,0.97,1.586,3.836
Product_8794,1.928,1.215,1.905,2.269,5.253
